time,gFx,gFy,gFz,TgF
16.056585,0.0721,1.1966,0.0486,1.2
16.066411,0.0352,1.2025,0.0259,1.2
16.083492,-0.0442,1.1951,0.0515,1.2
16.100284,-0.0892,1.1932,0.0603,1.2
16.13467,-0.0054,1.3776,-0.0987,1.38
16.155498,0.0051,1.4556,-0.0701,1.46
16.178226,-0.0718,1.447,-0.0643,1.45
16.188547,-0.1327,1.3623,-0.1129,1.37
16.202133,-0.1361,1.2179,-0.0545,1.23
16.239321,-0.1945,0.8556,-0.1498,0.89
16.263172,-0.0349,0.8646,-0.0767,0.87
16.263541,-0.0349,0.8646,-0.0767,0.87
16.285189,-0.0376,0.9728,-0.0679,0.98
16.301289,-0.0804,1.0625,-0.0665,1.07
16.334706,-0.2125,1.0117,-0.0073,1.03
16.367941,-0.1385,0.7544,0.0081,0.77
16.37639,-0.0938,0.7219,0.0322,0.73
16.386498,-0.0713,0.7002,0.0408,0.7
16.417565,-0.0963,0.6415,0.0261,0.65
16.434381,-0.1165,0.624,0.0164,0.63
16.455307,-0.0989,0.6435,0.0366,0.65
16.475978,-0.0748,0.7139,0.0235,0.72
16.484289,-0.0691,0.7454,0.0303,0.75
16.518268,-0.0843,0.9037,0.0479,0.91
16.535695,-0.1209,0.9477,0.0694,0.96
16.556141,-0.15,0.9645,0.0537,0.98
16.578018,-0.1336,0.9806,0.0931,0.99
16.588578,-0.118,0.9821,0.1075,0.99
16.618405,-0.1141,0.976,0.1473,0.99
16.638935,-0.1468,0.9594,0.1214,0.98
16.661707,-0.17,0.9543,0.1226,0.98
16.668723,-0.141,0.9555,0.0599,0.97
16.685821,-0.1334,0.9482,0.1168,0.96
16.718914,-0.1297,1.03,0.0217,1.04
16.740183,-0.1148,1.083,0.0814,1.09
16.762479,-0.1835,1.0681,0.0533,1.09
16.768788,-0.1964,1.0554,0.0547,1.07
16.802814,-0.1732,1.0718,0.0772,1.09
16.81885,-0.1739,1.1035,0.0599,1.12
16.841653,-0.1932,1.1658,0.0535,1.18
16.863361,-0.1991,1.2264,0.0787,1.24
16.872895,-0.1671,1.2616,0.0103,1.27
16.902568,-0.0103,1.4553,-0.021,1.46
16.91919,-0.01,1.5323,0.0107,1.53
16.93879,-0.0699,1.5423,0.0235,1.54
16.956459,-0.0701,1.4219,0.0198,1.42
16.986637,-0.0655,1.0881,-0.0625,1.09
17.002568,-0.0906,0.9223,-0.0784,0.93
17.020897,-0.0283,0.8106,-0.1099,0.82
17.036435,0.0955,0.8575,-0.0655,0.87
17.057643,0.1036,1.0334,-0.0313,1.04
17.076467,0.0213,1.1995,-0.0599,1.2
17.104083,-0.191,1.0742,-0.0188,1.09
17.120866,-0.1656,0.8688,0.0369,0.89
17.142177,-0.0828,0.6733,0.0647,0.68
17.159909,0.0205,0.602,0.0051,0.6
17.187046,0.0493,0.5993,-0.031,0.6
